"","gene","model","correlation","pval","r2","lambda","fdr","Measure","Organ"
"1611","CNDP1","free.lambda",0.0452661244519435,0.307053757531472,0.967963812828087,0,0.614107515062944,"RPKM","Cerebellum"
"2111","FCER1G","no.lambda",-0.561236780540242,0.324934797625459,0.314986715844769,0,0.628207275409221,"RPKM","Cerebellum"
"5011","SLC4A11","no.lambda",0.527059706557142,0.361440316685275,0.277791936092969,0,0.676243173153095,"RPKM","Cerebellum"
"3111","LMOD1","no.lambda",0.504769041987954,0.385751995768454,0.254791782934501,0,0.698951648469279,"RPKM","Cerebellum"
"5311","SLC8A1","free.lambda",-0.139309869403344,0.397679386198038,0.888891877551922,0,0.698951648469279,"RPKM","Cerebellum"
"1413","CLMP","free.lambda",-0.0187024634771876,0.470024948603872,0.433025281529611,0,0.733477058007505,"RPKM","Cerebellum"
"3711","PARP9","no.lambda",0.424490836645925,0.476222897343313,0.180192467576236,0,0.733477058007505,"RPKM","Cerebellum"
"4211","RERG","no.lambda",-0.439559665149629,0.458919807727624,0.193212708758767,0,0.733477058007505,"RPKM","Cerebellum"
"4811","SLC25A32","fix.lambda",0.431395342267299,0.468277481754988,0.372915224614327,0.999933893038648,0.733477058007505,"RPKM","Cerebellum"
"4911","SLC35E4","free.lambda",-0.380190334573664,0.480553934556641,0.474455172130696,0,0.733477058007505,"RPKM","Cerebellum"
"2311","GRP","no.lambda",-0.388890061654791,0.51763015850582,0.151235482191758,0,0.769808953675322,"RPKM","Cerebellum"
"4011","RANBP17","no.lambda",0.37184909164937,0.537696176526573,0.138271752056226,0,0.779659455963531,"RPKM","Cerebellum"
"7110","AP4S1","no.lambda",0.324434017293664,0.594283388309929,0.105257433516416,0,0.840693573706729,"RPKM","Cerebellum"
"2911","KRT40","no.lambda",-0.278963631862488,0.649474631971104,0.0778207052908814,0,0.848285223712377,"RPKM","Cerebellum"
"3211","MMRN2","free.lambda",0.185737035060903,0.629362827007667,0.963269580970048,0,0.848285223712377,"RPKM","Cerebellum"
"3611","NR4A3","no.lambda",-0.278044520578039,0.650598575751516,0.0773087547161415,0,0.848285223712377,"RPKM","Cerebellum"
"5511","TDRD6","no.lambda",-0.271873968521155,0.658152328742361,0.0739154534093286,0,0.848285223712377,"RPKM","Cerebellum"
"4101","ANGPT2","no.lambda",0.243034388945301,0.693632804533806,0.0590657148665056,0,0.859289395458477,"RPKM","Cerebellum"
"4111","RBP4","no.lambda",-0.240858665358186,0.696320717009455,0.0580128973005996,0,0.859289395458477,"RPKM","Cerebellum"
"2101","ALDH1A1","no.lambda",-0.208908318199986,0.735957285618218,0.0436426871654897,0,0.889281720122014,"RPKM","Cerebellum"
"6110","ANXA1","fix.lambda",0.0864554565132717,0.89005878641739,0.504280245012427,0.844067374359814,0.894984611660536,"RPKM","Cerebellum"
"913","BCL11A","no.lambda",0.110434801845848,0.859676371686521,0.0121958465379457,0,0.894984611660536,"RPKM","Cerebellum"
"1213","CD44","no.lambda",-0.135645218321236,0.827822241796909,0.0183996259690605,0,0.894984611660536,"RPKM","Cerebellum"
"2411","IFIT3","no.lambda",0.124452843580252,0.841951720541116,0.0154885103353762,0,0.894984611660536,"RPKM","Cerebellum"
"2511","IQGAP2","no.lambda",0.110698399166769,0.859342820355373,0.0122541343147345,0,0.894984611660536,"RPKM","Cerebellum"
"2611","KCNG1","free.lambda",-0.480298989116994,0.869565090021491,0.936933024297283,0,0.894984611660536,"RPKM","Cerebellum"
"2711","KLK15","free.lambda",0.064423300416948,0.858487420252288,0.998739737409883,1,0.894984611660536,"RPKM","Cerebellum"
"3511","NPFFR1","free.lambda",-0.101966583697334,0.894984611660536,0.606780151462868,1,0.894984611660536,"RPKM","Cerebellum"
"3811","PDZRN4","no.lambda",-0.189932926691036,0.759631835935577,0.0360745184570468,0,0.894984611660536,"RPKM","Cerebellum"
"4311","RESP18","free.lambda",-0.141162618722581,0.848741983372229,0.853234776969976,1,0.894984611660536,"RPKM","Cerebellum"
"85","MAOB","free.lambda",-0.816903554656537,7.53924461918049e-21,0.998530755537837,1,1.13842593749625e-18,"FoldChange","Heart"
"86","MAPK10","free.lambda",0.631229185745235,5.90609749462633e-19,0.997103289717751,1,4.17912412959896e-17,"FoldChange","Heart"
"99","PDGFRL","free.lambda",0.79640345572573,8.30289562171978e-19,0.998058782936665,1,4.17912412959896e-17,"FoldChange","Heart"
"106","PPP1R1A","free.lambda",-0.344168359049059,4.36555572358977e-18,0.997457661653685,1,1.64799728565514e-16,"FoldChange","Heart"
"5212","ESR2","free.lambda",-0.452695489732652,1.40693324100902e-17,0.987801974397814,1,4.24893838784724e-16,"FoldChange","Heart"
"2212","CCBE1","free.lambda",-0.569664637468128,1.23615348704356e-16,0.995185360730285,1,3.11098627572628e-15,"FoldChange","Heart"
"2012","CA8","free.lambda",-0.42334531814065,8.84977353420199e-16,0.99327892539698,1,1.90902257666357e-14,"FoldChange","Heart"
"6111","GALC","free.lambda",0.968880514048171,3.58765080478904e-09,0.999993691558224,0,6.77169089403932e-08,"FoldChange","Heart"
"5012","EPHB6","free.lambda",-0.946957410892476,2.09726258564107e-08,0.999977007222158,0,3.51874056035335e-07,"FoldChange","Heart"
"1214","SLC7A10","free.lambda",-0.955626798177021,4.10569851164076e-08,0.999958810498688,1,6.19960475257755e-07,"FoldChange","Heart"
"79","LMOD1","free.lambda",-0.878096459986341,9.12871124448092e-08,0.999961946146136,0,1.25312308901511e-06,"FoldChange","Heart"
"5101","ADGRG3","free.lambda",-0.917509321883445,1.0638691574102e-07,0.999979712229505,0,1.3387020230745e-06,"FoldChange","Heart"
"4312","DNALI1","free.lambda",-0.0278710250772224,1.34474310433115e-07,0.999949113535253,1,1.50382725786391e-06,"FoldChange","Heart"
"133","TAGLN","free.lambda",-0.859184098767364,1.39427692782084e-07,0.999968173757589,0,1.50382725786391e-06,"FoldChange","Heart"
"140","TNNT2","free.lambda",0.889849562955505,2.30007322335182e-07,0.999958945419787,0,2.31540704484083e-06,"FoldChange","Heart"
"107","PRRG3","free.lambda",-0.795587711604151,4.3017261685646e-07,0.999923864903725,0,4.05975407158284e-06,"FoldChange","Heart"
"2812","CDK1","free.lambda",-0.438630484248151,5.74432201384706e-07,0.999829047312582,0,5.10230955347592e-06,"FoldChange","Heart"
"68","GUCY1A2","free.lambda",-0.361237872440741,6.92124408595423e-07,0.999803593685333,0,5.80615476099494e-06,"FoldChange","Heart"
"143","TXLNB","free.lambda",0.119957784927349,9.38258574805784e-07,0.999920086617693,0,7.45668656819333e-06,"FoldChange","Heart"
"4112","DGAT2","free.lambda",-0.918304580356004,1.38211416565372e-06,0.999938327162871,0,1.04349619506856e-05,"FoldChange","Heart"
"3012","CGN","free.lambda",-0.425545937594772,2.01131846509908e-06,0.999881842393191,0,1.44623375347601e-05,"FoldChange","Heart"
"105","PPARGC1B","free.lambda",0.755078001441806,2.58504633560643e-06,0.999878298907878,0,1.77428180307532e-05,"FoldChange","Heart"
"97","PCDH7","free.lambda",0.158060039854994,3.97071639555744e-06,0.999949883421297,0,2.6068616336051e-05,"FoldChange","Heart"
"3912","CTHRC1","free.lambda",-0.27257302607063,4.80741231454297e-06,0.999690933467084,0,3.02466358123329e-05,"FoldChange","Heart"
"134","TATDN3","free.lambda",0.199944389598442,3.17704079517008e-05,0.999813975534365,0,0.000191893264028273,"FoldChange","Heart"
"6510","GPM6A","free.lambda",0.352219815868326,8.78818606568068e-05,0.999814145951152,0,0.000510390806122224,"FoldChange","Heart"
"4712","DSC2","free.lambda",-0.190716772083303,0.000119996832088347,0.999769873664601,0,0.000671093394271865,"FoldChange","Heart"
"142","TRIM63","free.lambda",-0.0664876448917363,0.000152452876368815,0.999833483350049,0,0.000822156583274681,"FoldChange","Heart"
"1103","AAK1","no.lambda",-0.99561213512777,0.000348680513074261,0.991243523586202,0,0.00175502524914045,"FoldChange","Heart"
"5512","FBLN5","free.lambda",0.371240066059735,0.000339451937699005,0.999842782183462,0,0.00175502524914045,"FoldChange","Heart"
"122","SLC7A2","free.lambda",-0.625700544945608,0.000663673906447775,0.999880676842763,0,0.00323273418947142,"FoldChange","Heart"
"3812","CSF3","free.lambda",-0.478640944114055,0.0015118095168456,0.999940392043819,0,0.00713385115761518,"FoldChange","Heart"
"149","ZDHHC2","free.lambda",-0.976746060086131,0.00356851929461687,0.999879158132767,0,0.0163286791965802,"FoldChange","Heart"
"5112","EPHX1","no.lambda",0.977113471527789,0.00414197228386992,0.954750735701174,0,0.0183952298489517,"FoldChange","Heart"
"1314","SV2A","no.lambda",0.969203592486421,0.00645754620157079,0.939355602945407,0,0.0278596993267768,"FoldChange","Heart"
"80","LNX1","fix.lambda",-0.960135450287458,0.00949729719691697,0.86872630172356,0.999933893038648,0.0398358854648462,"FoldChange","Heart"
"914","MYL3","free.lambda",0.916552513079955,0.0125342925384236,0.856010949818046,1,0.0511534641432963,"FoldChange","Heart"
"100","PDPN","no.lambda",0.938378757267791,0.0181917312784735,0.880554693483737,0,0.0722881953434077,"FoldChange","Heart"
"1414","BAG5","no.lambda",0.927502780745014,0.0231758609082923,0.860261411472137,0,0.0897321794141572,"FoldChange","Heart"
"129","ST14","fix.lambda",0.910199249519624,0.0318651268999438,0.774210736535318,0.999933893038648,0.120290854047288,"FoldChange","Heart"
"1513","BBX","no.lambda",-0.878312654464445,0.0500163090413723,0.771433118839728,0,0.184206406469444,"FoldChange","Heart"
"915","ANP32B","fix.lambda",-0.804681295346439,0.100530491157417,0.536419042749111,0.999933893038648,0.337335648105998,"FoldChange","Heart"
"69","HECW2","no.lambda",-0.809760991190401,0.0967129941123409,0.655712860784843,0,0.337335648105998,"FoldChange","Heart"
"124","SLC9A3","no.lambda",0.807621777864082,0.0983151823827854,0.652252929850198,0,0.337335648105998,"FoldChange","Heart"
"147","XPO4","no.lambda",-0.811216027468355,0.0956278191423077,0.658071443826208,0,0.337335648105998,"FoldChange","Heart"
"5412","FASN","free.lambda",0.939066140619399,0.106502963942574,0.996445187518955,1,0.349607555550623,"FoldChange","Heart"
"1514","ZNF366","no.lambda",0.786286155127198,0.114721808430941,0.618245910832033,0,0.368574320703662,"FoldChange","Heart"
"3112","CHADL","no.lambda",-0.748337699483869,0.145695544268578,0.560009308012081,0,0.458333899678235,"FoldChange","Heart"
"102","PHACTR2","fix.lambda",0.726254442394217,0.164688864054347,0.776426638768704,0.999933893038648,0.507510581065436,"FoldChange","Heart"
"4102","ADCYAP1R1","no.lambda",0.716611319332317,0.173191055357026,0.513531780014692,0,0.511354679430351,"FoldChange","Heart"
"6101","ALDH3A1","free.lambda",-0.515047108977276,0.182868560855887,0.630393078944769,0,0.511354679430351,"FoldChange","Heart"
"1912","BST1","free.lambda",-0.417839572780019,0.173425816723136,0.997479580495312,0,0.511354679430351,"FoldChange","Heart"
"87","MAPK7","no.lambda",0.70691035683194,0.181866981384704,0.499722254230082,0,0.511354679430351,"FoldChange","Heart"
"1114","RC3H1","fix.lambda",0.711956420264235,0.177338948392605,0.79204749300479,0.999933893038648,0.511354679430351,"FoldChange","Heart"
"5312","ESRRG","free.lambda",0.368362363798893,0.191534062095941,0.964227552052989,0,0.525286494262492,"FoldChange","Heart"
"118","SLC27A3","no.lambda",0.692681382411604,0.194808236282778,0.479807497799901,0,0.525286494262492,"FoldChange","Heart"
"3612","CPNE4","no.lambda",0.67457970895997,0.211628339616757,0.455057781425301,0,0.560629461090006,"FoldChange","Heart"
"82","LRRC17","no.lambda",0.66351859491771,0.222095237095915,0.440256926043712,0,0.571368181852524,"FoldChange","Heart"
"89","MMRN1","fix.lambda",-0.66230741205465,0.22324981939933,0.554268787504078,0.900514450758468,0.571368181852524,"FoldChange","Heart"
"1712","BLOC1S6","fix.lambda",-0.614274127535253,0.270315967389363,0.4047496913274,0.999933893038648,0.618450167815059,"FoldChange","Heart"
"3412","CLMP","free.lambda",0.666615343265506,0.267706444744245,0.895726719382368,0,0.618450167815059,"FoldChange","Heart"
"74","IL33","no.lambda",-0.633424366631759,0.251260472417503,0.401226430729576,0,0.618450167815059,"FoldChange","Heart"
"76","KCNS3","no.lambda",-0.623280861226485,0.261307396478875,0.388479027123808,0,0.618450167815059,"FoldChange","Heart"
"90","MTMR11","no.lambda",0.636576237442977,0.248160322540217,0.405229303929399,0,0.618450167815059,"FoldChange","Heart"
"95","PARP14","no.lambda",0.625171274457629,0.259426974597724,0.390839128648675,0,0.618450167815059,"FoldChange","Heart"
"146","XDH","free.lambda",0.262387982092024,0.266856979312479,0.789174443819837,0,0.618450167815059,"FoldChange","Heart"
"150","ZNF23","no.lambda",0.60765476086182,0.276988074110229,0.369244301793871,0,0.624256704337979,"FoldChange","Heart"
"6010","FRMD6","free.lambda",-0.583394053633947,0.29438613948519,0.725820867692321,0,0.644236334235706,"FoldChange","Heart"
"126","SMYD2","no.lambda",-0.593729463498947,0.29116276812023,0.352514675565588,0,0.644236334235706,"FoldChange","Heart"
"3102","ADAM23","free.lambda",0.363474889097733,0.303843533424725,0.956992387927755,0,0.646202444325823,"FoldChange","Heart"
"4512","DPH6","fix.lambda",0.584178166020068,0.300990866101435,0.323062109680279,0.820973311734987,0.646202444325823,"FoldChange","Heart"
"6210","GALNT15","free.lambda",-0.509836474775956,0.327851558567203,0.99391907998075,0,0.678158703337639,"FoldChange","Heart"
"104","PLCL1","free.lambda",0.664690719494419,0.3257693510932,0.98410944922921,0,0.678158703337639,"FoldChange","Heart"
"1115","ARSI","no.lambda",-0.540996410526402,0.34643794270366,0.292677122892681,0,0.700999326640459,"FoldChange","Heart"
"78","LANCL2","free.lambda",-0.0402540368794537,0.348178473496917,0.999879716055274,0,0.700999326640459,"FoldChange","Heart"
"2512","CCDC80","no.lambda",0.514756842709726,0.374811569490139,0.264974606669254,0,0.702927455539921,"FoldChange","Heart"
"4212","DGKG","no.lambda",-0.505461462144259,0.384991111152725,0.255491290255127,0,0.702927455539921,"FoldChange","Heart"
"4412","DNM1","no.lambda",0.527598328546902,0.360857628573265,0.278359993127048,0,0.702927455539921,"FoldChange","Heart"
"5712","FBXO40","no.lambda",0.504301092162871,0.386266407121877,0.254319595779727,0,0.702927455539921,"FoldChange","Heart"
"93","NR4A3","no.lambda",-0.504200199923758,0.386377343111348,0.25421784268583,0,0.702927455539921,"FoldChange","Heart"
"108","PTPRB","no.lambda",0.518994083895586,0.370193116061601,0.269354852169694,0,0.702927455539921,"FoldChange","Heart"
"113","RPS29","no.lambda",0.517333008000431,0.372001979980364,0.26763344497352,0,0.702927455539921,"FoldChange","Heart"
"138","TMOD1","free.lambda",0.815982589184967,0.358283802942221,0.91237937578499,0,0.702927455539921,"FoldChange","Heart"
"849","ANGPT2","no.lambda",0.481459314241218,0.411570538332039,0.231803069230062,0,0.724602845455857,"FoldChange","Heart"
"3212","CHDH","no.lambda",-0.480458537337518,0.412687713305985,0.230840400820911,0,0.724602845455857,"FoldChange","Heart"
"4612","DPP4","no.lambda",0.483859072193971,0.408894542313483,0.234119594588787,0,0.724602845455857,"FoldChange","Heart"
"2612","CCDC88C","no.lambda",0.436174304414243,0.462795008810837,0.190248029288855,0,0.728711190303684,"FoldChange","Heart"
"2712","CD274","no.lambda",0.436822075844416,0.462052976413434,0.190813519384868,0,0.728711190303684,"FoldChange","Heart"
"3712","CPVL","free.lambda",0.0817153275918406,0.427992520483709,0.589633397925576,0,0.728711190303684,"FoldChange","Heart"
"4912","EPB41L4A","no.lambda",-0.445864467182521,0.451721851295127,0.198795121143115,0,0.728711190303684,"FoldChange","Heart"
"5911","FGD2","free.lambda",0.519676746809297,0.457164862598261,0.927698699265027,0,0.728711190303684,"FoldChange","Heart"
"66","GPSM1","no.lambda",0.463646029284239,0.431558550656754,0.21496763754404,0,0.728711190303684,"FoldChange","Heart"
"67","GRIN2A","free.lambda",-0.0326706478330307,0.463286584563931,0.941177509556562,0,0.728711190303684,"FoldChange","Heart"
"1104","RBP4","no.lambda",0.442563169609113,0.455487717088542,0.195862152231636,0,0.728711190303684,"FoldChange","Heart"
"119","SLC35E4","no.lambda",0.469756685433472,0.424677524508326,0.220671343996194,0,0.728711190303684,"FoldChange","Heart"
"130","SUPT3H","no.lambda",-0.443444282428919,0.454481935555367,0.196642828643202,0,0.728711190303684,"FoldChange","Heart"
"1812","BMP7","no.lambda",-0.428657513689183,0.471424625619666,0.183747257452245,0,0.72918391441407,"FoldChange","Heart"
"83","LRRC4","no.lambda",-0.425443806377203,0.475124558524465,0.181002426600797,0,0.72918391441407,"FoldChange","Heart"
"94","OXCT1","no.lambda",-0.422885605605094,0.478074222033066,0.178832236369051,0,0.72918391441407,"FoldChange","Heart"
"6310","GCC2","fix.lambda",-0.418108252651851,0.483593028053608,0.487097650658625,0.999933893038648,0.730225472360949,"FoldChange","Heart"
"5812","FCER1G","no.lambda",-0.411124528219322,0.491684655553361,0.16902337176488,0,0.735092900876807,"FoldChange","Heart"
"114","SEMA3C","free.lambda",-0.045736341803272,0.530808047985471,0.577827962142564,0,0.785804071037315,"FoldChange","Heart"
"92","NEURL1B","no.lambda",0.327336767301001,0.590789254886201,0.107149361447854,0,0.866108519299187,"FoldChange","Heart"
"1315","ATP5PF","no.lambda",0.31169613039701,0.609659405226745,0.097154478057218,0,0.873843262686079,"FoldChange","Heart"
"75","IVD","no.lambda",-0.303809628485328,0.61921343779742,0.0923002891846745,0,0.873843262686079,"FoldChange","Heart"
"116","SLC19A2","no.lambda",-0.313473820315019,0.60750940022235,0.0982658368619537,0,0.873843262686079,"FoldChange","Heart"
"148","ZC3HAV1L","no.lambda",-0.306389983026828,0.616084680258111,0.0938748186026271,0,0.873843262686079,"FoldChange","Heart"
"145","UNC5A","no.lambda",0.293160278224365,0.632154440882491,0.0859429443253792,0,0.883845560863483,"FoldChange","Heart"
"112","RERG","fix.lambda",-0.274374739483522,0.655089297821363,0.0521165330274688,0.553851412840291,0.901907271053845,"FoldChange","Heart"
"125","SLFN5","no.lambda",-0.272799421936144,0.657018541827304,0.0744195238512928,0,0.901907271053845,"FoldChange","Heart"
"1215","ASB15","free.lambda",0.158038627359688,0.739954814720749,0.837032897620033,0,0.908434336438407,"FoldChange","Heart"
"1612","BGN","no.lambda",0.234207948011926,0.704546296212373,0.0548533642955621,0,0.908434336438407,"FoldChange","Heart"
"2912","CELSR2","no.lambda",0.205815320894393,0.739809819442032,0.0423599457657416,0,0.908434336438407,"FoldChange","Heart"
"4012","DCLK3","no.lambda",-0.224853109640387,0.716139203078399,0.0505589190596898,0,0.908434336438407,"FoldChange","Heart"
"4812","DYRK4","no.lambda",-0.227779029357494,0.71251046085821,0.0518832866914091,0,0.908434336438407,"FoldChange","Heart"
